id,name,brewery,style,alcohol,fruit,ibu,text
793,미션 아이피에이,미션 브루어리,인디아 페일 에일,6.8도,1,35,밝은 호박색을 띠며 열대과일 및 소나무 그리고 감귤 계열의 향을 느길 수 있다. 입안에서는 다양한 과일의  풍미와 홉 그리고 쌉싸름함을 느낄 수 있다.  
794,풀러스 골든 프라이드,"플러스, 스미 앤 터너 피엘시",잉글리쉬 스트롱 에일,8.5도,0,35,황금빛을 띠며 카라멜과 같은 달콤함 향과 함게 홉 향을 느낄 수 있다. 입안에서는 꿀의 풍미와 약간 훈연한 몰트 풍미를 같이 느낄 수 있고 전체적으로 발란스가 좋은 맥주이다.  
795,풀러스 170주년 기념 에일,"플러스, 스미 앤 터너 피엘시",잉글리쉬 스트롱 에일,7도,0,35,"풀러스 양조장이 설립된지 170년을 기념하기 위해서 만든 맥주이다. 호박색 및 오렌지 색을 띠며 벌꿀과 카라멜 향, 달콤한 과일 향이 나며 약간의 오렌지 껍질 향을 느낄 수 있다. 입안에서는 붉은 과일 풍미, 달콤한 벌꿀과 카라멜 풍미가 쌉사름함과 조화를 이룬다. 중간 정도의 탄산과 바디감을 가지고 있다.  "
796,풀러스 패스트 마스터스 1910 더블 스타우트,"플러스, 스미 앤 터너 피엘시",포린 스타우트,7.4도,0,45,"1910년 당시의 레시피를 활용하여 만든 다크 에일 스타일의 맥주이다. 짙은 검은색을 띠며 토스트향 , 초콜릿, 커피 향 , 검은 과실의 향을 느낄 수 있다. 입안에서는 검은 과실의 풍미와 커피, 카라멜의 풍미와 함께 섬세한 홉의 쌉싸름함을 느낄 수 있다.  "
797,팍세 프리미엄,로얄 유니브루,페일 라거,5도,0,15,대용량 캔 맥주로 전형적인 라거 스타일을 보여준다. 황금빛을 띠며 몰트 향과 잔디향을 느낄 수 있다. 몰트 풍미와 옥수수 및 빵의 향을 느낄 수 있으며 풍부하고 부드러운 맛을 보여 주는 발란스 좋은 라거이다.  
798,베어 비어 위트,하버 브루어리,헤페바이젠,5도,1,25,"밀 맥주 특유의 탁한 오렌지 색을 띠며 바나나, 밀, 효모의 향이 가볍게 난다. 입안에서는 강하지 않은 감귤 류의 풍미와 오렌지, 향신료를 느낄 수 있다.  "
799,르 코크 임페리얼 에일 ,르 코크,골든 에일,5도,1,25,"짙은 호박색을 띠며 건초와 몰트, 바나나, 허브 계열의 향과 효모 향을 느낄 수 있다. 입안에서는 과일 풍미 및 잔디, 몰트의 풍미를 느낄 수 있으며 목넘김 후 허브의 쌉싸름함을 느낄 수 있는 맥주이다.  "
800,르 코크 임페리얼 골드,르 코크,페일 라거,4.8도,0,15,밝은 황금빛을 띠며 몰트 향과 훈연 향 및 빵 냄새와 달콤한 향을 느낄 수 있다. 입안에서는 부드러운 질감을 느낄 수 있으며 과일과 달콤한 풍미를 가지고 있다. 곡물 풍미와 달콤쌉싸름함도 보여준다.  
801,러브 앤드 리그렛,스틸워터 아티저널,스파이스/ 허브 비어,7.2도,0,30,"사랑과 후회라는 제목을 가진 맥주이다. 헤더 꽃, 라벤더 꽃잎, 민들레 잎, 캐모마일 꽃 등이 부재료로 사용된 맥주로 짙은 오렌지색을 띠고 오렌지 향 및 달콤하고 열대과일의 향 , 향신료 , 몰트, 효모 등의 다양한 향을 느낄 수 있다. 입안에서는 달콤한 바나나, 효모 , 정향과 함께 향신료와 허브 풍미를 느낄 수 있다.  "
802,스톰 킹 스타우트,빅토리 브루잉 컴퍼니,임페리얼 스타우트,9.1도,0,45,"짙은 검은색을 띠며 구운 몰트와 커피 약간의 풀 또는 식물의 홉향과 감귤류 향도 느낄 수 있다. 입안에서는 부드러우면서도 복합적인 맛을 느낄 수있는데 몰트, 커피 그리고 홉의 쌉싸름함과 새콤함을 느낄 수 있다.  "
803,셀라 도어,스틸워터 아티저널,세종,6.6도,0,30,"탁한 오렌지 색을 띠며 바닐라, 향신료, 가벼운 감귤류 계열의 향과 달콤한 몰트 향을 느낄 수 있다. 입안에서는 마찬가지로 오렌지와 같은 감귤류의 풍미와 향신료, 허브 풍미와 함께 부드러운 탄산감과 질감을 느낄 수 있다.  "
804,쓰나미 페일 에일,토플링 골리앗 브루잉,아메리칸 페일 에일,5도,1,45,"밝은 호박색을 띠며 오렌지, 레몬 같은 아로마와 기분좋은 홉향 그리고 열대 과일, 허브 및 솔 향을 느낄 수 있다. 입안에서는 부드러운 여운과 허브, 새콤한 과일 풍미를 느낄 수 있다. 중간 정도의 쌉싸름함도 느낄 수 있다.  "
805,키르쉬 고제,빅토리 브루잉 컴퍼니,고제,4.7도,1,25,밝은 자몽 & 체리 색을 띠고 체리를 넣어서 만들어서 새콤한 체리향을 주요하게 맡을 수 있으며 레몬 늬앙스도 있다. 입안에서는 달콤함과 체리 및 감귤류의 새콤함 그리고 적당한 탄산감도 있으며 약간의 소금 풍미 를 맛 볼 수 있다.  
806,스폰탄 크랜베리,미켈러,람빅,7.7도,1,15,흐릿한 오렌지 색을 띠며 새콤하고 강한 크랜베리 향과 과일 향이 압도한다. 오크와 오렌지 향도 느낄 수 있다. 입안에서는 마찬가지로 크랜베이와 오크향 자몽과 같은 새콤함 과일의 풍미와 풍성한 탄산감을 느낄 수 있다.  
807,스폰탄 비트루트,미켈러,람빅,7.7도,1,15,"밝은 붉은 색을 가지고 있으며 레몬과 체리 같은 새콤한 과일의 향과 비트, 향신료 향 그리고 효모향을 느낄 수 있다. 입안에서는 무척 새콤함을 느낄 수 있으며, 레몬이나 비트의 풍미와 함께 쌉싸름함을 느낄 수 있다.  "
808,스폰탄 엘더플라워,미켈러,람빅,7.7도,1,15,맑은 금색을 띠며 새콤한 향이 진하게 나타난다. 숙성향과 은은하게 꽃 향이 난다. 입안에서는 약간의 달콤함과 레몬같은 새콤함 그리고 쌉싸름한 맛을 느낄 수 있다. 허브와 꽃의 풍미 또한 느껴진다.  
809,스폰탄 스위트체리,미켈러,람빅,7.7도,1,15,"밝은 붉은 색을 가지고 있으며 새콤한 체리향과 산미 느낌, 향신료, 시나몬 향을 느낄 수 있다. 입안에서는 체리와 오렌지 껍질, 캔디 그리고 새콤한 맛을 가지고 있다. 탄산감과 바디감도 적당해 좋은 발란스를 가지고있다.  "
810,스폰탄 초크베리,미켈러,람빅,7.7도,1,15,보라빛과 붉은 빛깔을 띠며 체리나 석류 같은 베리류의 향기와 나무향을 느낄 수 있다. 입안에서는 체리와 레몬과 같은 새콤하고 풍성한 과일의 느낌과 산미를 충분히 느낄 수 있다. 중간 정도의 바디감과 탄산감을 가지고 있는 맥주이다.  
811,머피스 아이리쉬 스타우트,머피스브루어리 (하이네켄영국 산하),아이리시 드라이 스타우트,4도,0,45,"독보적인 부드러움이 카푸치노를 연상케하며 묵직한 바디감, 구운몰트의 진한 맛과 커피향이 어우러진 깊은 풍미가 있는 세계적인 명성을 자랑하는 아이리쉬 스타우트 맥주이다. Hybrid Nitro System을 적용하여 정밀한 질소 거품이 맥주를 따르는 동안 환상적인 비쥬얼을 연출하며 크리미한 피니쉬를 선사한다.  "
812,쾨닉스바커 필스,호프브로이하우스,필스너,4.6도,0,32,맑은 황금색을 띠며 라거 전형적인 홉 향과 함께 허브나 곡물 향을 느낄 수 있다. 입안에서는 적당한 탄산감과 가벼운 무게감을 가진다. 쌉싸름한 홉의 풍미와 곡물 늬앙스를 느낄 수 있다.  
813,클라우스탈러 클래식,바인딩 브루어리 에이쥐,무알콜 맥주,0도,0,15,맑은 황금색을 띠며 홉의 향과 곡물향을 느낄 수 있다. 입안에서는 무알콜 맥주의 특성한 알코올 느낌은 없는 중간 정도의 무게감을 가지고 약간의 쌉싸름함과 곡물 풍미를 느낄 수 있다. 논 알코올 맥주이지만 잘 만든 맥주 느낌을 준다.  
814,클라우스탈러 레몬,바인딩 브루어리 에이쥐,무알콜 맥주,0도,1,15,레몬에이드가 60% 함유된 맥주로 엷은 레몬 & 황금색을 띠며 레몬향과 홉 향을 느낄 수 있다. 입안에서는 레몬 에이드 같은 느낌을 주며 라거 달콤함과 맥주 맛이 혼합 되어 있다. 상큼한 맛과 논 알코올 맥주를 원하는 분에게 제격인 맥주이다.  
815,빌리 더 마운틴,업라이트 브루잉,올드 에일,9.1도,1,35,"영국의 올드 에일 스타일에서 영감을 얻어서 만들기 시작한 스타일로 스코티쉬 에일을 블렌딩하여 5개월 이상 오크 배럴 에이징을 실시하였다. 검은색을 띠며 진한 몰트 향과 새콤하면서 잘 익은 붉은 과일 , 장기 숙성에소는 오는 숙성향, 가죽 향, 와인 향 그리고 카라멜 향과 맛을 느낄 수 있다. 맥주지만 5년 이상 숙성 가능하다.  "
816,파탈리 포,업라이트 브루잉,사워 에일,4.75도,1,25,업라이트에서 만드는 포(Four)를 숙서하면서 파탈리라는 고추를 넣어서 만든 맥주이다. 탁한 골드 빛을 가지고 있으며 파일애플과 적당한 산미를 가진 과일의 향과 맛을 느낄 수 있으며 파탈리 고추에서 오는 매콤함과 후추 느낌을 함께 느낄 수 있는 재미있는 맥주이다.  
817,세종 브르즈,업라이트 브루잉,다크 세종,7도,1,35,"짙은 검은색을 띠며 오렌지와 같은 과일의 향과 함께 흙향, 카카오 향이 복합적으로 나타난다. 입안에서도 복합적인 풍미를 보여주며 과일 및 훈연향을 가진 초콜릿, 흙과 농장에서 나는 풍미를 느낄 수 있는 맥주이다.  "
818,슈퍼쿨 아이피에이,업라이트 브루잉,아메리칸 인디아 페일 에일,6.5도,1,45,업라이트의 세종 효모를 가지고 만든 맥주로 개방형 발효법을 이용하였다. 미국 IPA의 특징인 레몬과 오렌지 향과 파인애플 향 같은 과일향과 나무 및 솔 향 같은 것들을 느낄 수 있다. 입안에서는 살구와 후추의 풍미와 쌉싸름함을 느낄 수 있지만 끝에서는 부드럽게 마무리 된다.  
819,캐스케이드 엘더베리 2015,캐스케이드 브루잉,사워 에일,7도,1,25,엘더배리를 넣어서 숙성한 맥주로 짙은 갈색 및 붉은색을 띠며 베리와 포도의 향 그리고 오크통의 향도 느낄 수 있다. 입안에서는 새콤한 맛을 느낄 수 있으며 적당한 탄산감을 가지고 있다. 입안에서 검은 과실과 포도 풍미를 얻을 수 있다.  
820,캐스케이드 스크로우베리 2015,캐스케이드 브루잉,사워 에일,7.1도,1,25,"딸기와 바닐라 빈을 넣어서 오크에서 숙성시킨 사워 에일맥주이다. 짙은 붉은색 및 갈색을 띠며 달콤한 딸기 향과 캔디의 향을 느낄 수 있다. 입안에서는 가벼운 산미의 딸기와 달콤한 베리와 같은 과일 풍미가 있으며 풀, 사과 풍미도 느껴진다.  "
821,캐스케이드 더 바인 2015,캐스케이드 브루잉,사워 에일,10.1도,1,25,"트리펠, 쿼드 그리고 골든 에일을 섞은 맥주에 신선한 화이트 와인용 포도를 으깨서 재발효를 해서 만든 맥주이다. 스몰 오크 배럴에서 숙성을 한 맥주이다.  탁한 오렌지 색을 띠며 덜 익은 과일 향과 레몬 향을 느낄 수 있다. 또한 바닐라와 같은 스위트함도 느낄 수 있다. 입안에서는 새콤한 과일의 풍미와 화이트 와인 풍미를 즐길 수 있다.  "
822,캐스케이드 블랙캡 라즈베리 2015,캐스케이드 브루잉,사워 에일,7.7도,1,25,"다량의 블랙캡 라즈베리를 사워 에일에 넣어 만든 맥주로 라즈베리로 만든 보졸레 누보 같은 맥주이다. 새콤한 라즈베리 향과 달콤한 아로마를 느낄 수 있다. 입안에서는 날카로운 산미와 베리의 풍미 및 가죽, 검은 과실의 풍미, 오크 풍미 역시 느낄 수 있다.  "
823,캐스케이드 노이오 2012,캐스케이드 브루잉,사워 에일,9.94도,1,25,"라즈베리와 살구 씨앗을 넣은 에일을 오크 배럴에서 숙성시킨 맥주이다. 갈색과 붉은 색을 띠며 설 익은 베리의 새콤한 향과 오크 및 복합적인 향을 나타낸다. 입안에서는 살구 젤리와 딸기, 장미의 풍미를 느낄 수 있다.  "
824,캐스케이드 상 로얄 2013,캐스케이드 브루잉,사워 에일,10.12도,1,25,레드 와인을 숙성한 오크 배럴에서 포도를 넣어 숙성한 맥주이다. 포도 향과 새콤한 체리 같은 향을 느낄 수 있으며 달콤한 향도 감지된다. 입안에서는 포도와 체리가 산미와 함께 풍부하게 느껴지는 맥주이다.  
825,캐스케이드 상 느와 2012,캐스케이드 브루잉,사워 에일,9.9도,1,25,"체리를 넣은 에일 맥주를 버본과 와인 오크 배럴에서 숙성한 맥주이다. 짙은 마호가니 색을 띠며 훈연한 몰트 향과 달콤한 카라멜, 새콤한 체리와 레몬 향과 바닐라 터치를 느낄 수 있다. 입안에서는 새콤한 체리와 카라멜, 오크 및 버번과 달콤함, 바닐라 오크 뉘앙스를 느낄 수 있다.  "
826,네그라 모델로,그루포 모델로,비엔나 라거,5.3도,0,15,갈색 및 붉은 색을 띠며 훈연향 및 달콤한 카라멜 향을 느낄 수 있다. 입안에서는 강한 탄산감을 가지고 있고 달콤한 초콜릿 및 카라멜 풍미와 홉의 느낌을 나타낸다.  
827,버드 아이스,안호이저 부시 인베브,아메리칸 라거,5.5도,0,15,안호이저 부시의 독점적 방식인 아이스 양조 방식을 통해서 만든 맥주로 부드럽고 깔끔한 맛이 특징이다. 옥수수의 단 향과 맛이 느껴진다.  
828,구스 아일랜드 할리아,구스 아일랜드 비어,사워 에일,7.9도,1,25,신선한 복숭아를 넣어서 발효한 에일 맥주로 와인 배럴에서 숙성을 하였다. 짙은 호박색을 띠며 새콤한 향과 달콤한 열대 과일의 향 및 몰트 향을 느낄 수 있다. 입안에서는 가벼운 무게감을 가지고 있고 산미를 느낄 수 있다. 복숭아 풍미와 사워 맥주의 특징을 느낄 수 있다  
829,구스 아일랜드 로리타,구스 아일랜드 비어,사워 에일,8.1도,1,25,라즈베리를 넣어 발효한 에일로 와인 배럴에서 숙성을 하였다. 호박색과 루비색을 띠며 새콤한 베리류의 향기와 함께 레드 와인의 향을 나타낸다. 입안에서는 라즈베리 과일과 오크 풍미와 새콤한 맛을 느 낄 수 있다.  
830,구스 아일랜드 갈리안,구스 아일랜드 비어,사워 에일,8.6도,1,25,"딸기를 넣어 발효한 에일로 와인 배럴에서 숙성을 하였다. 호박색을 띠며 효모와 몰트 향 및 꿀, 딸기와 레몬의 향기를 느낄 수 있다. 입안에서는 산미와 딸기, 레몬 등의 과일 풍미와 함께 후추 늬앙스를 느낄 수 있다.  "
831,구스 아일랜드 줄리엣,구스 아일랜드 비어,사워 에일,7.1도,1,25,"블랙 베리를 넣어 발효한 에일로 와인 배럴에서 숙성을 하였다. 블랙 베리와 새꼼한 레몬의 향기를 느낄 수 있다. 입안에서는 잼 같은 풍미, 나무, 타닌의 느낌과 약간의 후추 풍미도 느낄 수 있는 맥주이다.  "
832,뉴 그리스트 필스너,레이크 프론트,필스너,5도,1,32,미국에서 공식적으로 처음 만들어진 글루텐 프리 맥주이다. 황금빛을 띠며 새콤한 오렌지 같은 감귤류의 과실과 효모향이 난다. 입안에서는 부드러운 질감을 가지고 있으며 약간 달콤함과 새콤함 과실으 느낌도 함께 느낄 수 있다.  
833,뉴 그리스트 진저,레이크 프론트,스파이스/ 허브 비어,4.4도,0,25,글루텐 프리 맥주에 신선한 생강과 사탕수수를 넣어 양조한 맥주이다. 밝은 금빛을 띠며 생강과 사탕수수의 향이 두각을 나타난다. 입안에서는 매꼼하면서 달콤한 생강의 풍미가 제일 먼저 느껴지며 푸른 사과를 느낄 수 있다. 전체적으로 가벼운 무게감을 보여준다.  
834,퓨엘 카페,레이크 프론트,아메리칸 스타우트,6.4도,0,22,"다크 브라운 색상과 그을린 듯한 크리미한 거품을 가지고 있다. 커피 아로마가 지배적이며 로스티드 몰트의 아로마가 은근하게 올라온다. 부드러운 유기농 홉과 커피의 풍미가 입안 전체에 퍼지며 산미와 잘 어우러지는 맥주이다. 유기농 홉, 몰트 그리고 Fuel Cafe의 유기농 커피를 원료로 사용하였다.  "
835,메인지 레릿 더블 인디아 페일 에일,레이크 프론트,더블 인디아 페일 에일,8.8도,1,90,새콤한 감귤류의 향과 함께 풀 향을 느낄 수 있다. 홉향도 강하게 느껴지며 입안에서도 감귤류의 풍미도 느낄 수 있다.  
836,스파이스드 윈터 라거,레이크 프론트,스파이스/ 허브 비어,13.9도,1,19,"브랜디 베럴에서 여름에서 가을 시즌 동안 숙성하여 만든 맥주이다. 짙은 갈색을 띠며 오크통의 향과 궐련담배의 향 그리고 베리계열의 향이 시나몬, 클로브, 캬라멜 몰트 그리고 클로버 벌꿀 풍미와 조화를 이룬다.  "
837,펌킨 임페리얼 에일,레이크 프론트,펌킨 에일,13.4도,1,20,"오늘날의 레이크프론트 브루어리에 대한 헌정 맥주로 베럴에이징 맥주이다. 캬라멜 향으로 시작해 시나몬,육두구,바닐라 향과 함께 미묘한 브랜디 향이 복합적이며 풀바디이지만 경쾌한 식감과 함께 시나몬,육두구,카라멜 몰트의 풍미에서 바닐라 빈과 브랜디의 풍미가 이어지며 오크의 풍미가 지속된다.  "
838,이스트 사이드 다크 라거,레이크 프론트,다크 라거,5.6도,0,16,"어두운 색상을 띠며 흰 색상의 꺼진 듯한 거품을 보여 준다. 로스티드 몰트의 향이 풍부하여 커피와 카라멜, 견과류의 향을 느낄 수 있다. 입안에서는 달콤한 카라멜과 커피, 빵 등과 같은 풍미를 가지고 있다. East Side는 밀워키시의 중추역할을 하는 East Side를 기리기 위해 양조된 맥주이다.  "
839,리버 웨스트 스타인 엠버 라거,레이크 프론트,엠버 라거,5.6도,0,25,"레이크프론트의 플래그쉽 맥주로 레이크프론트가 설립된 지역명인 Riverwest Stein 이라는 이름을 붙이게 되었다. 경쾌한 호박색을 띠며 기포가 많은 흰색 거품은 부드러운 후추 향과 꽃 향을 선사한다. 캬라멜 몰트의 단맛과 경쾌한 홉의 느낌, 그리고 크리스피함을 느낄 수 있다.  "
840,파운더스 수마트라 마운틴 브라운,파운더스 브루잉 컴퍼니,브라운 에일,9도,0,25,"인도네시아 수마트라 섬에서 재배한 원두를 넣어 만든 맥주이다.  짙은 검을 색을 띠며 커피향, 아몬드 및 달콤한 카라멜 풍미, 초콜릿, 바닐라 향을 느낄 수 있다. 입안에서는 무겁지 않은 커피 풍미와 쌉싸름함 그리고 부드러운 거품이 홉 풍미와 같이 나타난다.  "
841,뉴 벨지움 트랜스아틀란틱 크릭 2016,뉴 벨지움 브루잉 컴퍼니,람빅,7도,1,15,뉴 벨지움과 우드 비어셀 2곳의 양조장이 콜라보레이션을 통해 만든 맥주이다. 붉은 색을 띠며 새콤달콤한 체리 향과 식초양과 오크 느낌을 준다. 입안에서는 기분좋은 체리의 풍미와 함께 새콤함과 오크 및 달콤한 사탕 같은 풍미를 느낄 수 있다.  
842,뉴 벨지움 라 폴리 2016,뉴 벨지움 브루잉 컴퍼니,플랜더스 우트 브륀,7도,1,30,"짙은 호박색을 띠며 체리와 같은 새콤한 향과 레몬, 달콤한 카라멜향과 식초 같은 뉘앙스를 느낄 수 있다. 입안에서는 새콤한 체리와 시큼한 맛을 느낄 수 있다. 카라멜 및 오크 숙성 풍미가 단맛과 함께 어루러지는 것을 느낄 수 있다.  "
843,333 엑스포트,사베코,라거,5.4도,0,15,밝은 황금색을 띠며 라거 고유의 곡물향을 느낄 수 있다. 입안에서는 가벼운 탄산감과 무게감을 가지며 쌉싸름한 맛과 산미가 같이 느껴지는 맥주이다.  
844,풍슈태터 바이젠 둔켈,퐁슈태터 브루어리 힐데브란트,둔켈 바이젠,5.3도,1,25,짙은 갈색을 띠며 곡물이나 빵에서는 나느 향과 함께 바이젠 특유의 향인 바나나와 정향을 느낄 수 있다. 달콤한 카라멜과 허브의 향도 맡을 수 있다. 입안에서는 쌉싸름함과 같이 카라멜 풍미를 느낄 수 있으며 부드러운 탄산감을 가지고 있는 맥주이다.  
845,풍슈태터 바이젠 헬,퐁슈태터 브루어리 힐데브란트,헤페바이젠,5.3도,1,25,"탁한 오렌지색을 띠며 버블껌과 정향과 새콤한 감귤류, 바나나의 향 및 효모 향을 느낄 수 있다. 입안에서는 향신료와 바나나, 오렌지 껍질과 같은 풍미를 느낄 수 있다. 중간정도의 무게감과 탄산 느낌을 잘 받을 수 있다.  "
846,에밀레제 에스프레소 스타우트,브루어리 에밀레제,임페리얼 스타우트,9.5도,0,45,"임페리얼 스타우트에 이탈리아산 커피를 넣어 만든 맥주이다. 커피와 같은 짙은 검은 색을 띠며 잘 볶은 커피향과 달콤한 초콜릿과 훈연 향을 느낄 수 있다. 입안에서는 쌉싸름함과 함께 부드러운 탄산감을 느낄 수 있고 커피와 초콜릿, 감초, 향신료 풍미를 느낄 수 있다.  "
847,에밀레제 임페리얼 러시안 스타우트,브루어리 에밀레제,러시안 임페리얼 스타우트,11도,1,45,"러시안 임페리얼 스타우트는 러시아 귀족과 황제가 즐겨 마셨던 맥주로 영국에서 만들어져 먼 나라로 수출하려고 만든 홉 향 강한 스타우트 이다. 짙은 검은색을 띠며 진한 에스프레소 향과 초콜릿, 카라멜과 함께 과일 향을 느낄 수 있다. 입안에서는 쌉사름함과 달콤함이 균형있게 자리잡고 있으며 감초와 초콜릿, 훈연한 몰트와 같은 풍미를 느낄 수 있다.  "
848,티제스 리저브 ,디 스트루이스 브로워스,벨지안 스트롱 에일 ,10도,1,25,"크리스마스를 연상시키는 겨울 한정 생산 맥주이다. 포트 와인을 숙성한 오크 통 숙성을 통해 맛에 다양성과 깊이감을 추가하였다. 탁한 호박색을 띠며 카라멜과 체리 같은 달콤한 과일향과 향신료, 오크 통 향을 느낄 수 있다. 입안에서는 무거운 질감과 함께 카라멜과 건포토와 과일의 풍미를 느낄 수 있다. 향신료와 약초 같은 쌉싸름한 맛도 즐길 수 있다.  "
849,팬텀 쇼콜라,팬텀 브루어리,세종,8도,1,30,"코코아 파우더와 칠리를 넣어 만든 맥주이다. 호박색을 띠며 가벼운 과일과 새콤한 향, 효모 및 향신료 향을 느낄 수 있다. 입안에서 코코아와 칠리 및 후추 풍미를 느낄 수 있다. 레몬과 사과 같은 새콤한 과일 풍미와 함께 쌉싸름함이 깔금하게 마무리 된다.  "
850,팬텀 다크 화이트,팬텀 브루어리,벨지안 에일,4.7도,1,25,갈색과 오렌지색을 띠며 풀향과 새콤한 향 및 파인애플과 같은 열대 과일 향이 효모향과 함께 나타난다. 입안에서는 달콤함과 쌉싸름함을 향신료 풍미와 함께 느낄 수 있다. 깔끔하고 부드러운 질감을 가진 맥주이다.  
851,페네포트 스페셜 리저브,디 스트루이스 브로워스,벨지안 스트롱 에일 ,10.1도,1,35,"포트 와인을 숙성시킨 오크통에서 5년 숙성을 통해 완성한 맥주이다. 검은색과 갈색을 띠며 담배 향과 달콤한 몰트와 카라멜 향, 말린 과일, 자두, 오크 나무, 포트 와인 뉘앙스를 느낄 수 있다. 입안에서는 포트 와인의 풍미와 훈연,  초콜릿과 카라멜 풍미와 약간 새콤한 맛을 함께 느낄 수 있다. 전체적으로 풍부한 맛과 향을 자랑하는 맥주이다.  "
852,에딩거 무알코올,에딩거 바이스브로이,무알콜 맥주,0.5도,1,15,"알코올이 미량 포함된 무알콜 맥주로 분류된 맥주이다. 탁한 황금색을 띠며 옥수수, 곡물 향과 함께 홉 향, 바나나 같은 향을 느낄 수 있다. 입안에서는 가벼운 탄산감과 달콤한 꽃 풍미와 빵을 느낄 수 있다.  "
853,에딩거 둔켈,에딩거 바이스브로이,둔켈 바이젠,5.3도,1,25,"옛날 양조법에 따라서 만든 다크 맥주이다. 검은색과 갈색을 띠며 달콤한 설탕, 카라멜 향과 함께 훈연한 몰트 향을 느낄 수 있으며 약간의 과일 향도 있다. 입안에서는 카라멜과 밀 , 커피 그리고 바나나 풍미와 쌉사름함을 느낄 수 있는 맥주이다.  "
854,에딩거 바이스비어,에딩거 바이스브로이,헤페바이젠,5.3도,1,25,"탁한 황금색을 띠며 풀향, 새콤한 레몬향 및 정향을 느낄 수 있다. 입안에서는 레몬과 약간의 달콤한 및 바나나 풍미를 느낄 수 있는 맥주이다. 가볍게 마시기 편한 밀 맥주이다.  "
855,라구니타스 막시무스 아이피에이,라구니타스 브루잉 컴퍼니,임페리얼 인디아 페일 에일,8.2도,1,70,"호박색을 띠며 카라멜 몰트와 새콤한 과일 향 및 홉향, 풀향을 느낄 수 있다. 입안에서는 몰트와 오렌지와 솔 같은 홉의 다양한 풍미와 강하지 않은 달콤함을 느낄 수 있다. 부드러운 질감과 탄산감을 가지고 입안에서 여운이 지속되는 균형잡힌 맥주이다.  "
856,라구니타스 아이피에이,라구니타스 브루잉 컴퍼니,아메리칸 인디아 페일 에일,6.2도,1,70,"라구니타스 양조장 대표 IPA 맥주이다. 맑은 호박색을 띠며 오렌지 같은 감귤류의 과일과 열대 과일, 솔 향 및 허브 향 등을 주로 느낄 수 있다. 입안에서는 새콤함과 함께 열대 과일 풍미와 함께 풀향 및 홉의 쌉싸름한 풍미가 잘 어우러져서 느껴진다.  "
857,라구니타스 데이 타임 프렉셔널 아이피에이,라구니타스 브루잉 컴퍼니,세션 인디아 페일 에일,4.65도,1,25,탁한 황금색을 띠며 레몬 및 감귤 같은 새콤한 과일 향과 신선한 풀향과 곡물향이 느껴진다. 입안에서는 강하지 않은 달콤함과 풀 및 쌉싸름한 홉의 풍미 그리고 레몬 풍미를 느낄 수 있다. 가벼운 무게감과 적당한 탄산감을 가지고 있다.  
858,라구니타스 리틀 썸핀,라구니타스 브루잉 컴퍼니,아메리칸 페일 위트 에일,7.5도,1,25,밀 맥주와 IPA 스타일을 결합해 놓은 것 같은 맥주이다. 실제 밀 맥아를 다량 사용하여서 양조하였다. 짙은 오렌지 색을 띠며 오렌지와 같은 감귤류와 솔 및 풀 향과 약간의 꽃향도 느낄 수 있다. 입안에서는 귤과 달콤한 카라멜 풍미와 홉 향이 잘 나타나며 좋은 균형감을 보여주는 맥주이다.  
859,준데르트 트라피스트,트라피스텐브루어리 드 키에비트,트리펠,8도,1,30,"짙은 호박색을 띠며 새콤한 오렌지와 꽃 향 및 검은 과실의 향을 느낄 수 있다. 또한 빵과 비스킷, 카라멜과 바나나와 같은 달콤한 향도 함께 나타난다. 입안에서는 몰트 풍미와 달콤한 카라멜, 향신료 및 오렌지와 살구 같은 과일과 흑설탕 같은 풍미도 느낄 수 있다.  "
860,스펜서 트라피스트 에일,스펜서 브루어리,벨지안 에일,6.5도,1,25,"미국 최초의 트라피스트 에일로 여과 및 살균을 하지 않은 맥주로 효모를 살려 두어 자연스럽게 탄산을 만들어 내는 맥주이다. (병 발효) 짙은 호박색을 띠고 바나나 같은 달콤한 과일 향과 곡물, 그리고 허브 향 등이 난다. 입안에서는 달콤한 바나나 풍미와 살구 및 허브를 느낄 수 있다. 홉의 쌉사름함과 깔끔한 마무리를 보여준다.  "
861,엥겔스젤 베노 트라피스비어,슈티프트 엔젤스젤,벨지안 에일,6.9도,1,25,"호박색을 띠며 카라멜, 말린 과일, 홉 향 등을 느낄 수 있다. 입안에서는 효모의 풍미와 쌉싸름함 검은 과일 및 새콤한 감귤류의 풍미, 카라멜 풍미가 강하지 않게 느껴진다. 허브 풍미 역시 느껴지며 여운이 긴 맥주이다.  "
862,엔젤스젤 그레고리우스 트라피스비어,슈티프트 엔젤스젤,쿼드루펠,10.5도,1,30,짙은 갈색을 띠며 검붉은 과실의 향에서 자두와 말린 과일의 향을 느낄 수 있다. 초콜릿과 카라멜 그리고 바닐라 향도 나타난다.  입안에서는 무화과와 훈연한 빵과 몰트의 풍미를 달콤함과 함께 느낄 수 있다.  
863,베네틱티너 헬,베네딕티너 바이스브로이 지엠비에이치,헬레스 라거,5도,0,15,"밝은 황금색을 띠며 비스킷과 건초, 빵 및 허브 향을 느낄 수 있다. 입안에서는 부드러운 질감을 가지고 몰트 풍미와 풀 및 허브를 마찬가지로 느낄 수 있다. 중간정도의 쌉싸름함을 가지고 있다.  "
